"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1","Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2"
766795983,"Existing Customer",46,"F",1,"Unknown","Single","Less than $40K","Blue",40,4,2,2,1438.3,0,1438.3,0.756,4692,91,0.596,0,0.00011743,0.99988
716256483,"Existing Customer",50,"F",2,"Graduate","Single","Unknown","Blue",36,6,2,4,2611,1824,787,0.711,4232,80,0.633,0.699,0.00032656,0.99967
712364283,"Existing Customer",54,"F",2,"Doctorate","Married","$40K - $60K","Blue",43,5,3,2,2222,1398,824,0.785,3960,79,0.756,0.629,0.00026028,0.99974
714620358,"Attrited Customer",37,"F",2,"Graduate","Divorced","Less than $40K","Blue",30,3,3,4,3328,2517,811,0.553,2196,47,0.621,0.756,0.99807,0.00193323
709145958,"Attrited Customer",43,"F",3,"Unknown","Married","Less than $40K","Blue",36,2,2,2,2440,1002,1438,0.061,1533,42,0.105,0.411,0.99236,0.00764
709787733,"Existing Customer",54,"F",4,"College","Single","Unknown","Blue",48,3,2,2,9723,1307,8416,0.803,4043,76,0.9,0.134,0.00011605,0.99988
809071083,"Existing Customer",60,"F",1,"Graduate","Single","Less than $40K","Blue",55,4,1,0,2346,2150,196,0.666,4592,90,0.8,0.916,1.9069e-05,0.99998
721165608,"Existing Customer",51,"M",2,"Graduate","Married","$60K - $80K","Silver",36,3,6,3,26142,0,26142,0.651,3969,78,0.902,0,0.00021578,0.99978
716668308,"Attrited Customer",39,"F",4,"High School","Single","Unknown","Blue",36,3,2,4,12405,0,12405,0.949,3151,39,0.444,0,0.99701,0.00299357
708760458,"Existing Customer",47,"M",1,"High School","Single","$80K - $120K","Blue",36,4,3,4,17655,0,17655,0.583,3692,79,0.549,0,0.00047086,0.99953
720333783,"Existing Customer",51,"F",2,"Unknown","Married","Less than $40K","Blue",33,3,1,4,4941,786,4155,0.833,3822,50,1.083,0.159,0.00017371,0.99983
789212883,"Attrited Customer",30,"F",1,"Uneducated","Divorced","Less than $40K","Blue",19,6,1,2,1644,0,1644,0.82,2533,44,0.517,0,0.98154,0.01846
711341433,"Existing Customer",34,"F",2,"Graduate","Single","Unknown","Blue",24,6,3,3,3095,2010,1085,0.668,3901,77,0.711,0.649,0.00030251,0.9997
720235608,"Existing Customer",60,"F",0,"Graduate","Unknown","Less than $40K","Blue",36,4,3,1,3828,0,3828,0.599,4470,58,0.812,0,9.3087e-05,0.99991
716890533,"Existing Customer",49,"F",2,"Uneducated","Single","Less than $40K","Blue",36,6,2,2,2182,1722,460,0.937,5377,86,0.654,0.789,0.00011703,0.99988
708491508,"Existing Customer",51,"M",2,"Unknown","Single","$60K - $80K","Blue",42,3,3,2,13906,1430,12476,0.772,3856,68,1.061,0.103,0.00019771,0.9998
718542858,"Existing Customer",50,"M",1,"High School","Married","$80K - $120K","Blue",36,6,3,2,10588,994,9594,0.786,4623,84,0.585,0.094,0.00016413,0.99984
717750858,"Existing Customer",32,"F",2,"Post-Graduate","Single","Less than $40K","Blue",16,3,3,2,2973,2446,527,0.612,3769,78,0.95,0.823,0.00021165,0.99979
712450008,"Attrited Customer",50,"F",2,"Post-Graduate","Married","Unknown","Blue",36,5,2,4,4045,0,4045,0.66,2438,41,0.464,0,0.99741,0.00259482
827628408,"Existing Customer",40,"M",4,"Graduate","Married","$80K - $120K","Blue",36,3,3,2,2165,1465,700,0.622,3672,64,0.73,0.677,0.00018864,0.99981
713492583,"Attrited Customer",34,"F",2,"Graduate","Married","Less than $40K","Blue",29,5,2,2,5845,0,5845,0.504,2308,35,0.591,0,0.99129,0.00871
718054833,"Existing Customer",50,"M",2,"Unknown","Single","$120K +","Blue",37,6,3,4,15341,1016,14325,0.709,2916,65,0.548,0.066,0.00056716,0.99943
788770908,"Existing Customer",45,"M",4,"College","Married","$60K - $80K","Blue",26,6,2,2,3035,1498,1537,0.903,4275,67,0.675,0.494,0.00011605,0.99988
710175783,"Existing Customer",45,"F",3,"High School","Single","Unknown","Blue",25,4,2,1,1986,1042,944,0.593,4303,59,0.788,0.525,6.9242e-05,0.99993
715429608,"Existing Customer",45,"F",3,"College","Married","Less than $40K","Blue",37,4,3,1,4602,1517,3085,1.292,3520,66,1,0.33,0.00010944,0.99989
714058308,"Attrited Customer",43,"F",5,"Uneducated","Single","Less than $40K","Blue",36,5,3,4,2689,2384,305,0.365,1941,53,0.656,0.887,0.99818,0.00182139
717965808,"Existing Customer",65,"M",0,"Unknown","Single","$40K - $60K","Blue",54,5,1,4,9383,829,8554,0.515,5783,73,0.622,0.088,0.00014907,0.99985
709265208,"Existing Customer",47,"F",4,"Graduate","Single","Less than $40K","Blue",37,4,3,2,1438.3,780,658.3,0.66,4422,59,0.844,0.542,0.00018864,0.99981
713114133,"Attrited Customer",42,"F",2,"Uneducated","Single","Less than $40K","Blue",23,4,2,3,1443,0,1443,0.529,2092,38,0.31,0,0.99495,0.00505
721349883,"Existing Customer",51,"F",4,"Graduate","Single","Less than $40K","Blue",39,3,2,1,2847,2082,765,0.787,3672,59,0.553,0.731,7.1987e-05,0.99993
758965158,"Existing Customer",44,"M",5,"High School","Single","$80K - $120K","Blue",37,4,2,3,15638,1729,13909,0.843,4396,83,0.566,0.111,0.00019213,0.99981
749722908,"Existing Customer",43,"M",2,"Post-Graduate","Married","$120K +","Blue",36,3,3,2,10700,1346,9354,0.639,4054,68,0.7,0.126,0.00021165,0.99979
709495833,"Attrited Customer",44,"F",2,"Graduate","Single","Less than $40K","Blue",36,5,2,4,1438.3,0,1438.3,0.421,1944,36,0.5,0,0.99695,0.00305189
717575958,"Attrited Customer",50,"F",1,"Post-Graduate","Married","$40K - $60K","Blue",41,6,3,3,1694,479,1215,0.838,2349,42,0.312,0.283,0.99702,0.00298315
714406158,"Attrited Customer",53,"F",3,"High School","Divorced","Unknown","Blue",36,4,3,6,7939,0,7939,0.551,2269,42,0.312,0,0.99937,0.00063174
767243208,"Existing Customer",42,"F",3,"Graduate","Single","Less than $40K","Blue",35,3,2,2,2555,1587,968,1.088,4193,79,0.881,0.621,0.00011811,0.99988
711515433,"Existing Customer",55,"F",2,"Unknown","Single","Less than $40K","Blue",36,3,1,2,2850,2517,333,0.625,4320,85,0.735,0.883,6.054e-05,0.99994
720190908,"Existing Customer",59,"M",1,"High School","Single","$60K - $80K","Blue",51,6,2,4,8973,1300,7673,0.568,4699,72,0.714,0.145,0.00029799,0.9997
818814933,"Existing Customer",58,"F",1,"Unknown","Single","$40K - $60K","Blue",53,3,3,1,6960,1536,5424,0.437,3112,79,0.549,0.221,0.00011192,0.99989
719794383,"Existing Customer",60,"F",2,"College","Married","Less than $40K","Blue",41,6,2,2,4167,0,4167,0.917,5039,85,0.809,0,0.00011066,0.99989
709766808,"Existing Customer",49,"F",2,"Uneducated","Married","Unknown","Blue",36,4,3,2,5099,1178,3921,0.912,3819,82,0.864,0.231,0.00018494,0.99982
709666908,"Existing Customer",42,"F",4,"Graduate","Divorced","Unknown","Blue",36,3,3,1,2782,1782,1000,0.853,4669,93,0.755,0.641,0.00011377,0.99989
794653983,"Existing Customer",44,"F",3,"Graduate","Married","Less than $40K","Blue",27,3,1,4,1480,1017,463,1.008,5245,80,0.86,0.687,0.00016399,0.99984
716593533,"Existing Customer",56,"M",1,"High School","Single","$80K - $120K","Blue",45,4,1,3,5070,0,5070,1.01,3651,76,0.652,0,8.453e-05,0.99992
714113658,"Existing Customer",52,"M",2,"Unknown","Single","$80K - $120K","Blue",41,3,3,1,2757,1425,1332,0.574,3992,76,1.054,0.517,0.00011924,0.99988
708776658,"Existing Customer",54,"M",2,"Unknown","Married","$80K - $120K","Blue",43,6,3,2,5774,1519,4255,0.458,4444,70,0.667,0.263,0.00019771,0.9998
712225008,"Existing Customer",55,"M",2,"Graduate","Married","$60K - $80K","Blue",44,6,6,3,6054,1103,4951,0.613,3998,80,0.739,0.182,0.00023881,0.99976
787450758,"Existing Customer",57,"M",1,"Unknown","Single","$60K - $80K","Blue",43,3,3,1,19090,0,19090,0.53,4712,88,0.517,0,0.00011192,0.99989
789099783,"Existing Customer",43,"F",2,"Unknown","Married","Less than $40K","Blue",31,6,3,3,2069,839,1230,0.923,4117,70,0.707,0.406,0.00033251,0.99967
711751533,"Existing Customer",47,"F",4,"Graduate","Married","Less than $40K","Blue",37,3,1,3,2447,1973,474,0.476,4784,75,0.562,0.806,9.7154e-05,0.9999
708367908,"Existing Customer",56,"F",1,"Uneducated","Married","Less than $40K","Blue",47,6,1,2,3022,1627,1395,0.835,4390,82,0.783,0.538,5.3155e-05,0.99995
714951858,"Existing Customer",44,"F",2,"Graduate","Married","Less than $40K","Blue",36,5,1,3,4473,0,4473,0.543,4047,56,0.75,0,9.2637e-05,0.99991
720436008,"Existing Customer",54,"F",1,"Doctorate","Unknown","Less than $40K","Blue",43,4,6,4,5267,0,5267,0.631,4196,81,0.588,0,0.00055326,0.99945
718984533,"Existing Customer",37,"M",3,"Graduate","Single","$80K - $120K","Blue",29,6,2,4,7199,1274,5925,0.639,4552,100,0.786,0.177,0.00033886,0.99966
716982483,"Existing Customer",49,"F",2,"Graduate","Married","Less than $40K","Blue",38,3,4,2,1438.3,0,1438.3,0.584,4497,79,0.612,0,0.00021738,0.99978
708681708,"Attrited Customer",51,"F",2,"Unknown","Single","Less than $40K","Blue",43,5,3,2,3245,0,3245,0.553,1977,29,0.261,0,0.99497,0.00503
720202008,"Existing Customer",47,"F",5,"Unknown","Single","$40K - $60K","Blue",40,4,3,4,3888,2517,1371,0.641,4377,88,0.725,0.647,0.00058553,0.99941
714483033,"Existing Customer",45,"F",5,"Unknown","Married","Unknown","Blue",40,3,2,2,14728,0,14728,0.708,4660,85,0.735,0,0.00012916,0.99987
711468708,"Attrited Customer",38,"F",4,"High School","Single","$40K - $60K","Blue",31,4,3,2,1438.3,0,1438.3,0.406,1986,52,0.486,0,0.99458,0.00542
821724483,"Attrited Customer",48,"M",4,"Unknown","Single","$40K - $60K","Blue",43,2,3,2,11272,1744,9528,0.347,1455,34,0.214,0.155,0.9952,0.00479863
716402508,"Existing Customer",49,"F",3,"Graduate","Unknown","Less than $40K","Blue",36,4,3,3,2705,1681,1024,0.577,4265,87,0.776,0.621,0.0003139,0.99969
721189008,"Existing Customer",41,"M",4,"Graduate","Married","$80K - $120K","Blue",27,4,2,4,12270,0,12270,0.543,4578,67,0.811,0,0.00034248,0.99966
712867983,"Existing Customer",54,"F",2,"Uneducated","Single","Less than $40K","Blue",43,6,1,4,3006,633,2373,0.733,5177,66,0.65,0.211,0.00016249,0.99984
713814408,"Existing Customer",39,"M",2,"Uneducated","Single","$80K - $120K","Blue",36,6,2,4,7901,1184,6717,0.863,3667,66,0.784,0.15,0.00033577,0.99966
716671983,"Existing Customer",38,"M",0,"High School","Single","$80K - $120K","Blue",29,3,3,2,5983,1885,4098,0.601,4141,65,0.711,0.315,0.00015005,0.99985
708252108,"Existing Customer",64,"M",0,"College","Single","$40K - $60K","Blue",53,6,3,2,7362,1907,5455,0.693,4065,65,0.711,0.259,0.00015007,0.99985
717212958,"Existing Customer",55,"M",2,"Doctorate","Single","$80K - $120K","Blue",36,6,3,3,3046,2415,631,0.492,3153,57,0.583,0.793,0.00043772,0.99956
713048733,"Existing Customer",50,"M",2,"Uneducated","Married","$120K +","Blue",40,3,1,1,34516,1871,32645,0.356,4054,75,0.364,0.054,3.415e-05,0.99997
779841483,"Attrited Customer",55,"F",1,"Doctorate","Married","Unknown","Blue",39,1,3,3,12972,1424,11548,0.525,2238,36,0.2,0.11,0.99757,0.00242697
710701233,"Existing Customer",44,"F",5,"Graduate","Single","Unknown","Blue",37,3,1,1,17785,1259,16526,0.806,3890,72,1.118,0.071,3.429e-05,0.99997
718837683,"Existing Customer",55,"M",2,"High School","Single","$120K +","Blue",49,6,3,4,3029,1505,1524,0.56,2394,50,0.471,0.497,0.00050163,0.9995
718127958,"Existing Customer",58,"M",0,"Graduate","Divorced","Unknown","Blue",36,4,2,2,9097,1656,7441,0.813,4174,85,0.7,0.182,9.7673e-05,0.9999
718685358,"Existing Customer",51,"F",2,"Uneducated","Single","Less than $40K","Blue",44,6,1,4,1438.3,0,1438.3,0.827,4488,84,0.826,0,0.00016249,0.99984
771559158,"Existing Customer",58,"M",3,"Uneducated","Unknown","$80K - $120K","Blue",46,3,1,3,2375,1163,1212,0.917,4769,80,0.905,0.49,9.8837e-05,0.9999
710138883,"Attrited Customer",47,"F",3,"Graduate","Unknown","Less than $40K","Blue",36,5,2,2,8109,0,8109,0.601,1835,43,0.344,0,0.99161,0.00839
711197658,"Existing Customer",53,"F",1,"Post-Graduate","Single","$40K - $60K","Blue",43,5,1,0,2618,2026,592,0.669,4198,68,0.619,0.774,2.2438e-05,0.99998
709045683,"Existing Customer",42,"F",3,"Uneducated","Married","Unknown","Blue",30,3,2,1,3549,0,3549,0.584,3921,63,0.8,0,7.3235e-05,0.99993
708272808,"Existing Customer",45,"M",5,"Graduate","Single","Less than $40K","Blue",36,4,2,1,2718,1474,1244,0.71,3542,59,0.639,0.542,7.0865e-05,0.99993
720292983,"Existing Customer",60,"F",0,"Graduate","Married","Less than $40K","Blue",51,6,1,2,2230,1796,434,0.637,4929,61,0.488,0.805,4.7263e-05,0.99995
709112508,"Attrited Customer",42,"F",3,"College","Single","Less than $40K","Blue",36,3,3,4,3802,1300,2502,0.627,2165,36,0.385,0.342,0.99808,0.0019163
712840608,"Existing Customer",55,"F",2,"Uneducated","Married","Less than $40K","Blue",43,6,2,3,2736,993,1743,1.06,4078,85,0.977,0.363,0.00019683,0.9998
788920308,"Existing Customer",51,"F",2,"High School","Married","Less than $40K","Blue",37,3,2,1,2258,1250,1008,0.611,4368,75,0.596,0.554,6.6728e-05,0.99993
718160358,"Attrited Customer",51,"F",1,"Graduate","Married","Less than $40K","Blue",39,5,3,2,1438.3,0,1438.3,0.885,2492,35,0.296,0,0.99411,0.00589
719325783,"Attrited Customer",65,"M",2,"Unknown","Single","Less than $40K","Blue",36,4,2,3,2954,2517,437,0.619,1909,28,0.474,0.852,0.99527,0.00472896
712885533,"Existing Customer",50,"M",4,"Graduate","Married","$80K - $120K","Blue",31,6,3,2,11882,1472,10410,0.413,3291,62,0.722,0.124,0.00018864,0.99981
719268333,"Existing Customer",49,"F",3,"Uneducated","Married","Less than $40K","Blue",36,5,3,4,1438.3,0,1438.3,0.929,4205,88,0.66,0,0.00055052,0.99945
721004133,"Existing Customer",38,"F",2,"Graduate","Single","Less than $40K","Blue",25,6,2,2,1438.3,538,900.3,0.675,4093,73,0.659,0.374,0.00011382,0.99989
714103908,"Existing Customer",54,"F",3,"Doctorate","Single","Less than $40K","Blue",36,4,2,2,2778,743,2035,0.812,4515,74,0.51,0.267,0.00017091,0.99983
771502383,"Existing Customer",54,"F",1,"High School","Married","Less than $40K","Blue",42,3,5,4,2474,1539,935,0.649,4884,80,0.509,0.622,0.00052589,0.99947
713014533,"Existing Customer",54,"F",3,"Unknown","Single","$40K - $60K","Blue",43,6,3,4,5632,1596,4036,0.951,3557,64,1.065,0.283,0.00058851,0.99941
713980383,"Attrited Customer",49,"F",3,"Graduate","Single","Unknown","Blue",38,1,2,4,11025,0,11025,0.501,1902,28,0.273,0,0.99706,0.00294141
711294258,"Existing Customer",43,"F",1,"Graduate","Single","Less than $40K","Blue",38,3,3,3,2642,2377,265,0.829,4780,88,0.725,0.9,0.00028395,0.99972
719954733,"Existing Customer",43,"M",2,"Graduate","Married","$80K - $120K","Blue",28,5,6,3,30357,1255,29102,0.788,4435,68,0.889,0.041,0.00023881,0.99976
711561933,"Existing Customer",57,"F",1,"Uneducated","Divorced","Less than $40K","Blue",47,6,6,1,2201,1420,781,0.762,4256,70,0.591,0.645,8.2643e-05,0.99992
826077033,"Attrited Customer",46,"F",2,"Unknown","Married","Less than $40K","Blue",42,1,0,4,2002,0,2002,0.803,2423,39,0.857,0,0.98468,0.01532
711555483,"Existing Customer",43,"F",3,"High School","Unknown","Unknown","Blue",36,3,3,2,8777,2517,6260,0.696,4551,83,0.729,0.287,0.00018145,0.99982
715194183,"Attrited Customer",53,"F",2,"Unknown","Single","Less than $40K","Blue",36,3,3,4,2575,411,2164,0.833,2423,43,0.593,0.16,0.99824,0.00175907
716929233,"Existing Customer",43,"F",3,"Post-Graduate","Single","$40K - $60K","Blue",24,3,3,4,5182,1607,3575,0.874,5235,92,0.586,0.31,0.00062998,0.99937
709014558,"Existing Customer",49,"M",2,"Uneducated","Married","$60K - $80K","Blue",42,3,3,2,3783,0,3783,0.59,4383,82,0.783,0,0.00018494,0.99982
710636208,"Existing Customer",51,"M",3,"Uneducated","Married","$120K +","Blue",40,3,5,3,34516,0,34516,0.922,3847,74,0.805,0,0.00036048,0.99964
815525508,"Existing Customer",46,"F",3,"High School","Unknown","Less than $40K","Blue",41,2,1,4,1515,0,1515,0.819,3894,60,0.818,0,0.00015942,0.99984
718746933,"Existing Customer",56,"F",3,"High School","Married","Less than $40K","Blue",47,6,3,4,2865,2022,843,0.547,3441,66,0.65,0.706,0.00052052,0.99948
715686183,"Existing Customer",46,"F",4,"Graduate","Single","$40K - $60K","Blue",34,6,2,1,2711,0,2711,0.636,4795,65,1.031,0,7.1987e-05,0.99993
741778458,"Existing Customer",54,"F",2,"Unknown","Single","Less than $40K","Blue",47,3,2,3,2341,1550,791,0.656,3406,57,1.478,0.662,0.00021042,0.99979
801056358,"Existing Customer",51,"M",1,"High School","Single","$80K - $120K","Blue",45,6,1,3,13287,1864,11423,0.603,3851,75,0.705,0.14,8.453e-05,0.99992
709486158,"Existing Customer",33,"F",3,"Graduate","Married","Less than $40K","Blue",20,5,1,3,1438.3,0,1438.3,0.896,4530,72,0.636,0,9.6126e-05,0.9999
713826183,"Attrited Customer",41,"M",3,"High School","Unknown","$40K - $60K","Blue",33,4,3,4,1639,0,1639,0.481,2242,44,0.571,0,0.99808,0.00191647
803342358,"Existing Customer",55,"M",3,"Graduate","Married","$60K - $80K","Blue",49,3,1,4,5668,2517,3151,0.704,3382,56,0.931,0.444,0.00016399,0.99984
780292683,"Attrited Customer",55,"M",1,"Uneducated","Single","$120K +","Blue",41,3,4,4,24542,2354,22188,0.314,984,24,0.263,0.096,0.99834,0.00165792
788646858,"Existing Customer",41,"F",3,"Graduate","Married","Less than $40K","Blue",29,6,3,1,1959,1268,691,0.731,4275,61,0.649,0.647,0.00011256,0.99989
711116133,"Attrited Customer",50,"F",1,"Uneducated","Single","Less than $40K","Blue",37,3,2,4,1838,0,1838,0.743,2461,47,1.136,0,0.99684,0.0031619
708584208,"Attrited Customer",36,"F",2,"Graduate","Unknown","Less than $40K","Blue",36,5,2,4,3111,2517,594,0.646,2367,41,0.519,0.809,0.99695,0.00305189
789097833,"Existing Customer",39,"F",0,"High School","Single","Less than $40K","Blue",27,4,3,3,3927,720,3207,0.63,4230,93,0.898,0.183,0.00025237,0.99975
709443633,"Existing Customer",38,"F",1,"Uneducated","Married","Less than $40K","Blue",26,5,1,1,4345,838,3507,0.593,4770,62,0.722,0.193,3.2055e-05,0.99997
767280633,"Existing Customer",46,"F",2,"Graduate","Unknown","Less than $40K","Blue",39,5,2,2,3003,1454,1549,0.595,4378,96,0.548,0.484,0.00011382,0.99989
713096583,"Attrited Customer",40,"F",1,"High School","Single","Less than $40K","Blue",36,4,3,2,1438.3,544,894.3,0.543,2294,40,0.739,0.378,0.99395,0.00605
721033908,"Existing Customer",58,"M",1,"Uneducated","Single","$60K - $80K","Blue",46,6,3,1,2541,1053,1488,0.926,4552,82,0.745,0.414,0.00010469,0.9999
756025233,"Attrited Customer",43,"F",4,"Uneducated","Single","Less than $40K","Blue",36,5,3,2,2422,1014,1408,0.688,2437,44,0.467,0.419,0.99487,0.00513
711977508,"Attrited Customer",56,"F",2,"Uneducated","Single","Less than $40K","Blue",43,1,2,4,1440,1211,229,0.465,2141,40,0.481,0.841,0.99703,0.00296843
772076208,"Existing Customer",58,"M",4,"College","Single","$80K - $120K","Blue",47,6,3,0,26108,1146,24962,0.476,3677,70,0.892,0.044,6.7657e-05,0.99993
710666583,"Attrited Customer",29,"F",1,"Uneducated","Single","Less than $40K","Blue",36,3,2,4,2516,2312,204,0.625,2321,36,0.5,0.919,0.99684,0.0031619
712369308,"Attrited Customer",48,"F",4,"Doctorate","Divorced","$40K - $60K","Blue",35,4,3,2,3646,1047,2599,0.633,1969,38,0.52,0.287,0.99635,0.00364906
794784633,"Existing Customer",61,"F",0,"Uneducated","Single","$40K - $60K","Blue",55,6,1,2,2214,2123,91,0.64,4478,77,0.791,0.959,4.8595e-05,0.99995
716437533,"Existing Customer",51,"M",2,"College","Single","$80K - $120K","Blue",43,5,3,3,11862,0,11862,0.52,4101,88,0.66,0,0.00029411,0.99971
715109508,"Existing Customer",44,"F",3,"College","Married","Unknown","Blue",36,3,1,4,8729,1427,7302,0.829,5347,96,0.524,0.163,0.00015944,0.99984
795392433,"Existing Customer",35,"F",2,"Uneducated","Single","Unknown","Blue",29,3,1,1,2423,0,2423,0.663,4651,69,0.568,0,3.415e-05,0.99997
712721358,"Attrited Customer",48,"F",3,"Uneducated","Divorced","Less than $40K","Blue",36,5,3,2,4073,2517,1556,0.575,2059,43,0.433,0.618,0.99482,0.00518
720118908,"Existing Customer",26,"M",0,"Graduate","Married","Less than $40K","Blue",36,5,2,4,9916,0,9916,0.793,3477,65,0.667,0,0.00028024,0.99972
799486158,"Existing Customer",39,"F",1,"Graduate","Married","Less than $40K","Blue",29,4,2,4,1438.3,949,489.3,0.736,4222,65,0.667,0.66,0.00030653,0.99969
718980633,"Existing Customer",38,"M",2,"College","Married","$80K - $120K","Blue",36,3,3,3,6452,1151,5301,0.884,4835,84,0.714,0.178,0.00029411,0.99971
717336408,"Attrited Customer",51,"F",1,"Doctorate","Single","Less than $40K","Blue",45,5,3,1,1952,1411,541,0.642,2452,44,0.63,0.723,0.99326,0.00674
709546608,"Existing Customer",37,"F",2,"Uneducated","Married","Less than $40K","Blue",36,6,5,4,1438.3,647,791.3,0.889,4803,64,0.684,0.45,0.00059255,0.99941
823624158,"Existing Customer",53,"F",2,"Doctorate","Single","Unknown","Blue",49,3,2,2,4500,0,4500,0.761,4579,78,0.814,0,0.00016471,0.99984
771688983,"Existing Customer",53,"F",2,"High School","Single","Less than $40K","Blue",41,4,1,2,2252,1811,441,0.68,4201,68,1.125,0.804,5.3542e-05,0.99995
708701358,"Existing Customer",39,"F",2,"Uneducated","Single","Less than $40K","Blue",36,3,2,3,2370,2031,339,0.889,4000,79,0.975,0.857,0.00019683,0.9998
712048008,"Existing Customer",56,"F",4,"High School","Single","$40K - $60K","Blue",44,3,2,2,2610,1988,622,0.576,4127,69,0.533,0.762,0.00011604,0.99988
710712783,"Existing Customer",52,"F",4,"Unknown","Married","Less than $40K","Blue",41,3,3,3,2294,1787,507,0.748,3904,76,0.854,0.779,0.00034872,0.99965
716626008,"Existing Customer",51,"F",2,"Graduate","Divorced","Unknown","Blue",36,4,3,4,5062,1659,3403,0.836,4243,102,0.672,0.328,0.000516,0.99948
718284408,"Existing Customer",43,"F",3,"Unknown","Married","Less than $40K","Blue",30,5,2,2,2415,1452,963,0.609,3970,68,0.619,0.601,0.00012982,0.99987
717414933,"Existing Customer",51,"F",1,"High School","Single","Less than $40K","Blue",45,3,3,3,2918,2049,869,0.501,3818,61,0.605,0.702,0.00027604,0.99972
